document_id,document_type,content,label
real_94,real_estate,Property Sale Agreement between party A and party B for land parcel #1093 located in Maharashtra with registration number REG1093.,valid
real_95,real_estate,Property Sale Agreement between party A and party B for land parcel #1094 located in Maharashtra with registration number REG1094.,valid
real_96,real_estate,Property Sale Agreement between party A and party B for land parcel #1095 located in Maharashtra with registration number REG1095.,valid
real_97,real_estate,Property Sale Agreement between party A and party B for land parcel #1096 located in Maharashtra with registration number REG1096.,valid
real_98,real_estate,Property Sale Agreement between party A and party B for land parcel #1097 located in Maharashtra with registration number REG1097.,valid
real_99,real_estate,Property Sale Agreement between party A and party B for land parcel #1098 located in Maharashtra with registration number REG1098.,valid
real_100,real_estate,Property Sale Agreement between party A and party B for land parcel #1099 located in Maharashtra with registration number REG1099.,valid
fake_1,real_estate,"Fake document showing ownership of plot #2000, notarized without a proper registration ID or sale deed reference.",fake
fake_2,real_estate,"Fake document showing ownership of plot #2001, notarized without a proper registration ID or sale deed reference.",fake
fake_3,real_estate,"Fake document showing ownership of plot #2002, notarized without a proper registration ID or sale deed reference.",fake
fake_4,real_estate,"Fake document showing ownership of plot #2003, notarized without a proper registration ID or sale deed reference.",fake
fake_5,real_estate,"Fake document showing ownership of plot #2004, notarized without a proper registration ID or sale deed reference.",fake
fake_6,real_estate,"Fake document showing ownership of plot #2005, notarized without a proper registration ID or sale deed reference.",fake
fake_7,real_estate,"Fake document showing ownership of plot #2006, notarized without a proper registration ID or sale deed reference.",fake
fake_8,real_estate,"Fake document showing ownership of plot #2007, notarized without a proper registration ID or sale deed reference.",fake
fake_9,real_estate,"Fake document showing ownership of plot #2008, notarized without a proper registration ID or sale deed reference.",fake
fake_10,real_estate,"Fake document showing ownership of plot #2009, notarized without a proper registration ID or sale deed reference.",fake
fake_11,real_estate,"Fake document showing ownership of plot #2010, notarized without a proper registration ID or sale deed reference.",fake
fake_12,real_estate,"Fake document showing ownership of plot #2011, notarized without a proper registration ID or sale deed reference.",fake
fake_13,real_estate,"Fake document showing ownership of plot #2012, notarized without a proper registration ID or sale deed reference.",fake
fake_14,real_estate,"Fake document showing ownership of plot #2013, notarized without a proper registration ID or sale deed reference.",fake
fake_15,real_estate,"Fake document showing ownership of plot #2014, notarized without a proper registration ID or sale deed reference.",fake
fake_16,real_estate,"Fake document showing ownership of plot #2015, notarized without a proper registration ID or sale deed reference.",fake
fake_17,real_estate,"Fake document showing ownership of plot #2016, notarized without a proper registration ID or sale deed reference.",fake
fake_18,real_estate,"Fake document showing ownership of plot #2017, notarized without a proper registration ID or sale deed reference.",fake
fake_19,real_estate,"Fake document showing ownership of plot #2018, notarized without a proper registration ID or sale deed reference.",fake
fake_20,real_estate,"Fake document showing ownership of plot #2019, notarized without a proper registration ID or sale deed reference.",fake
fake_21,real_estate,"Fake document showing ownership of plot #2020, notarized without a proper registration ID or sale deed reference.",fake
fake_22,real_estate,"Fake document showing ownership of plot #2021, notarized without a proper registration ID or sale deed reference.",fake
fake_23,real_estate,"Fake document showing ownership of plot #2022, notarized without a proper registration ID or sale deed reference.",fake
fake_24,real_estate,"Fake document showing ownership of plot #2023, notarized without a proper registration ID or sale deed reference.",fake
fake_25,real_estate,"Fake document showing ownership of plot #2024, notarized without a proper registration ID or sale deed reference.",fake
fake_26,real_estate,"Fake document showing ownership of plot #2025, notarized without a proper registration ID or sale deed reference.",fake
fake_27,real_estate,"Fake document showing ownership of plot #2026, notarized without a proper registration ID or sale deed reference.",fake
fake_28,real_estate,"Fake document showing ownership of plot #2027, notarized without a proper registration ID or sale deed reference.",fake
fake_29,real_estate,"Fake document showing ownership of plot #2028, notarized without a proper registration ID or sale deed reference.",fake
fake_30,real_estate,"Fake document showing ownership of plot #2029, notarized without a proper registration ID or sale deed reference.",fake
fake_31,real_estate,"Fake document showing ownership of plot #2030, notarized without a proper registration ID or sale deed reference.",fake
fake_32,real_estate,"Fake document showing ownership of plot #2031, notarized without a proper registration ID or sale deed reference.",fake
fake_33,real_estate,"Fake document showing ownership of plot #2032, notarized without a proper registration ID or sale deed reference.",fake
fake_34,real_estate,"Fake document showing ownership of plot #2033, notarized without a proper registration ID or sale deed reference.",fake
fake_35,real_estate,"Fake document showing ownership of plot #2034, notarized without a proper registration ID or sale deed reference.",fake
fake_36,real_estate,"Fake document showing ownership of plot #2035, notarized without a proper registration ID or sale deed reference.",fake
fake_37,real_estate,"Fake document showing ownership of plot #2036, notarized without a proper registration ID or sale deed reference.",fake
fake_38,real_estate,"Fake document showing ownership of plot #2037, notarized without a proper registration ID or sale deed reference.",fake
fake_39,real_estate,"Fake document showing ownership of plot #2038, notarized without a proper registration ID or sale deed reference.",fake
fake_40,real_estate,"Fake document showing ownership of plot #2039, notarized without a proper registration ID or sale deed reference.",fake
fake_41,real_estate,"Fake document showing ownership of plot #2040, notarized without a proper registration ID or sale deed reference.",fake
fake_42,real_estate,"Fake document showing ownership of plot #2041, notarized without a proper registration ID or sale deed reference.",fake
fake_43,real_estate,"Fake document showing ownership of plot #2042, notarized without a proper registration ID or sale deed reference.",fake
fake_44,real_estate,"Fake document showing ownership of plot #2043, notarized without a proper registration ID or sale deed reference.",fake
fake_45,real_estate,"Fake document showing ownership of plot #2044, notarized without a proper registration ID or sale deed reference.",fake
fake_46,real_estate,"Fake document showing ownership of plot #2045, notarized without a proper registration ID or sale deed reference.",fake
fake_47,real_estate,"Fake document showing ownership of plot #2046, notarized without a proper registration ID or sale deed reference.",fake
fake_48,real_estate,"Fake document showing ownership of plot #2047, notarized without a proper registration ID or sale deed reference.",fake
fake_49,real_estate,"Fake document showing ownership of plot #2048, notarized without a proper registration ID or sale deed reference.",fake
fake_50,real_estate,"Fake document showing ownership of plot #2049, notarized without a proper registration ID or sale deed reference.",fake
fake_51,real_estate,"Fake document showing ownership of plot #2050, notarized without a proper registration ID or sale deed reference.",fake
fake_52,real_estate,"Fake document showing ownership of plot #2051, notarized without a proper registration ID or sale deed reference.",fake
fake_53,real_estate,"Fake document showing ownership of plot #2052, notarized without a proper registration ID or sale deed reference.",fake
fake_54,real_estate,"Fake document showing ownership of plot #2053, notarized without a proper registration ID or sale deed reference.",fake
fake_55,real_estate,"Fake document showing ownership of plot #2054, notarized without a proper registration ID or sale deed reference.",fake
fake_56,real_estate,"Fake document showing ownership of plot #2055, notarized without a proper registration ID or sale deed reference.",fake
fake_57,real_estate,"Fake document showing ownership of plot #2056, notarized without a proper registration ID or sale deed reference.",fake
fake_58,real_estate,"Fake document showing ownership of plot #2057, notarized without a proper registration ID or sale deed reference.",fake
fake_59,real_estate,"Fake document showing ownership of plot #2058, notarized without a proper registration ID or sale deed reference.",fake
fake_60,real_estate,"Fake document showing ownership of plot #2059, notarized without a proper registration ID or sale deed reference.",fake
fake_61,real_estate,"Fake document showing ownership of plot #2060, notarized without a proper registration ID or sale deed reference.",fake
fake_62,real_estate,"Fake document showing ownership of plot #2061, notarized without a proper registration ID or sale deed reference.",fake
fake_63,real_estate,"Fake document showing ownership of plot #2062, notarized without a proper registration ID or sale deed reference.",fake
fake_64,real_estate,"Fake document showing ownership of plot #2063, notarized without a proper registration ID or sale deed reference.",fake
fake_65,real_estate,"Fake document showing ownership of plot #2064, notarized without a proper registration ID or sale deed reference.",fake
fake_66,real_estate,"Fake document showing ownership of plot #2065, notarized without a proper registration ID or sale deed reference.",fake
fake_67,real_estate,"Fake document showing ownership of plot #2066, notarized without a proper registration ID or sale deed reference.",fake
fake_68,real_estate,"Fake document showing ownership of plot #2067, notarized without a proper registration ID or sale deed reference.",fake
fake_69,real_estate,"Fake document showing ownership of plot #2068, notarized without a proper registration ID or sale deed reference.",fake
fake_70,real_estate,"Fake document showing ownership of plot #2069, notarized without a proper registration ID or sale deed reference.",fake
fake_71,real_estate,"Fake document showing ownership of plot #2070, notarized without a proper registration ID or sale deed reference.",fake
fake_72,real_estate,"Fake document showing ownership of plot #2071, notarized without a proper registration ID or sale deed reference.",fake
fake_73,real_estate,"Fake document showing ownership of plot #2072, notarized without a proper registration ID or sale deed reference.",fake
fake_74,real_estate,"Fake document showing ownership of plot #2073, notarized without a proper registration ID or sale deed reference.",fake
fake_75,real_estate,"Fake document showing ownership of plot #2074, notarized without a proper registration ID or sale deed reference.",fake
fake_76,real_estate,"Fake document showing ownership of plot #2075, notarized without a proper registration ID or sale deed reference.",fake
fake_77,real_estate,"Fake document showing ownership of plot #2076, notarized without a proper registration ID or sale deed reference.",fake
fake_78,real_estate,"Fake document showing ownership of plot #2077, notarized without a proper registration ID or sale deed reference.",fake
fake_79,real_estate,"Fake document showing ownership of plot #2078, notarized without a proper registration ID or sale deed reference.",fake
fake_80,real_estate,"Fake document showing ownership of plot #2079, notarized without a proper registration ID or sale deed reference.",fake
invalid_1,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_2,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_3,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_4,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_5,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_6,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_7,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_8,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_9,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_10,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_11,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_12,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_13,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_14,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_15,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_16,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_17,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_18,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_19,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_20,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_21,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_22,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_23,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_24,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_25,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_26,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_27,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_28,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_29,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_30,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_31,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_32,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_33,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_34,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_35,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_36,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_37,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_38,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_39,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_40,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_41,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_42,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_43,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_44,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_45,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_46,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_47,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_48,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_49,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_50,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_51,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_52,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_53,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_54,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_55,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_56,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_57,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_58,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_59,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_60,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_61,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_62,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_63,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_64,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_65,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_66,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_67,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_68,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_69,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_70,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_71,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_72,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_73,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_74,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_75,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_76,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_77,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_78,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_79,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
invalid_80,other,Certificate of Participation awarded to Mr. X for completing the Python course conducted by ABC Institute.,invalid
